service_date,day_type,bus,rail_boardings,total_rides
1/25/14,A,490314,396641,886955
1/26/14,U,337328,280648,617976
1/27/14,W,502031,472484,974515
1/28/14,W,519517,485867,1005384
1/29/14,W,889744,733780,1623524
1/30/14,W,902855,751471,1654326
1/31/14,W,930172,754479,1684651
2/1/14,A,497989,405961,903950
2/2/14,U,377994,299870,677864
2/3/14,W,931825,729128,1660953
2/4/14,W,946438,759960,1706398
2/5/14,W,828739,753984,1582723
2/6/14,W,888288,753787,1642075
2/7/14,W,873759,724771,1598530
2/8/14,A,513518,416614,930132
2/9/14,U,385739,301471,687210
2/10/14,W,888500,716772,1605272
2/11/14,W,923651,743715,1667366
2/12/14,W,842139,713255,1555394
2/13/14,W,975061,784280,1759341
2/14/14,W,961152,778342,1739494
2/15/14,A,567619,448648,1016267
2/16/14,U,401088,324457,725545
2/17/14,W,695931,594339,1290270
2/18/14,W,947147,777183,1724330
2/19/14,W,974552,783745,1758297
2/20/14,W,893699,759455,1653154
2/21/14,W,926827,766802,1693629
2/22/14,A,570349,452998,1023347
2/23/14,U,392042,315317,707359
2/24/14,W,925043,739926,1664969
2/25/14,W,933471,752744,1686215
2/26/14,W,884516,728685,1613201
2/27/14,W,876615,728137,1604752
2/28/14,W,936301,745915,1682216
3/1/14,A,559952,448218,1008170
3/2/14,U,371300,304402,675702
3/3/14,W,900837,709629,1610466
3/4/14,W,953477,761357,1714834
3/5/14,W,918971,769178,1688149
3/6/14,W,962802,775465,1738267
3/7/14,W,958096,769821,1727917
3/8/14,A,553250,447401,1000651
3/9/14,U,405308,328025,733333
3/10/14,W,959467,767043,1726510
3/11/14,W,959134,772592,1731726
3/12/14,W,868232,746895,1615127
3/13/14,W,940113,785327,1725440
3/14/14,W,955810,819256,1775066
3/15/14,A,593789,674922,1268711
3/16/14,U,371881,349484,721365
3/17/14,W,932779,763579,1696358
3/18/14,W,959483,782899,1742382
3/19/14,W,920270,767680,1687950
3/20/14,W,957032,786292,1743324
3/21/14,W,959387,779226,1738613
3/22/14,A,597815,452237,1050052
3/23/14,U,418299,315092,733391
3/24/14,W,923396,706637,1630033
3/25/14,W,928067,719323,1647390
3/26/14,W,961287,734053,1695340
3/27/14,W,927050,725889,1652939
3/28/14,W,944696,732211,1676907
3/29/14,A,572055,438766,1010821
3/30/14,U,432880,379220,812100
3/31/14,W,940176,762112,1702288
4/1/14,W,986346,772459,1758805
4/2/14,W,952475,784201,1736676
4/3/14,W,917123,765726,1682849
4/4/14,W,941118,806643,1747761
4/5/14,A,599182,531509,1130691
4/6/14,U,435676,373726,809402
4/7/14,W,913081,753038,1666119
4/8/14,W,913012,773383,1686395
4/9/14,W,977698,805182,1782880
4/10/14,W,947682,806042,1753724
4/11/14,W,953384,803062,1756446
4/12/14,A,574622,524370,1098992
4/13/14,U,390666,330841,721507
4/14/14,W,792277,697727,1490004
4/15/14,W,844484,734464,1578948
4/16/14,W,866995,757767,1624762
4/17/14,W,864791,770728,1635519
4/18/14,W,814560,712086,1526646
4/19/14,A,568016,476147,1044163
4/20/14,U,399289,333380,732669
4/21/14,W,876478,741631,1618109
4/22/14,W,938052,794547,1732599
4/23/14,W,911681,793484,1705165
4/24/14,W,893970,794395,1688365
4/25/14,W,936028,797851,1733879
4/26/14,A,580601,499576,1080177
4/27/14,U,400302,344503,744805
4/28/14,W,884033,735132,1619165
4/29/14,W,919869,770461,1690330
4/30/14,W,925494,772097,1697591
5/1/14,W,985012,788162,1773174
5/2/14,W,981085,794448,1775533
5/3/14,A,632332,511129,1143461
5/4/14,U,429710,356412,786122
5/5/14,W,963691,769476,1733167
5/6/14,W,974250,784430,1758680
5/7/14,W,967197,773634,1740831
5/8/14,W,968856,794388,1763244
5/9/14,W,921741,762641,1684382
5/10/14,A,608188,468058,1076246
5/11/14,U,402497,321063,723560
5/12/14,W,880457,711215,1591672
5/13/14,W,904717,735362,1640079
5/14/14,W,916259,749500,1665759
5/15/14,W,890597,751405,1642002
5/16/14,W,900252,764035,1664287
5/17/14,A,579674,492704,1072378
5/18/14,U,434998,382342,817340
5/19/14,W,885010,732346,1617356
5/20/14,W,922226,781529,1703755
5/21/14,W,925959,790957,1716916
5/22/14,W,908285,788319,1696604
5/23/14,W,906712,763127,1669839
5/24/14,A,575483,490635,1066118
5/25/14,U,450296,403930,854226
5/26/14,U,413568,345231,758799
5/27/14,W,880521,728464,1608985
5/28/14,W,905284,751880,1657164
5/29/14,W,901067,762505,1663572
5/30/14,W,934382,782522,1716904
5/31/14,A,600856,507919,1108775
6/1/14,U,445596,376894,822490
6/2/14,W,864622,726524,1591146
6/3/14,W,936306,812230,1748536
6/4/14,W,879397,762035,1641432
6/5/14,W,910818,797899,1708717
6/6/14,W,906586,796373,1702959
6/7/14,A,585247,524812,1110059
6/8/14,U,429503,393358,822861
6/9/14,W,878784,750337,1629121
6/10/14,W,859477,748307,1607784
6/11/14,W,870560,761366,1631926
6/12/14,W,880810,779426,1660236
6/13/14,W,881991,810893,1692884
6/14/14,A,581799,556285,1138084
6/15/14,U,410273,388603,798876
6/16/14,W,796802,729177,1525979
6/17/14,W,806325,738327,1544652
6/18/14,W,766725,717546,1484271
6/19/14,W,803296,742211,1545507
6/20/14,W,813597,775063,1588660
6/21/14,A,537612,503304,1040916
6/22/14,U,452933,427533,880466
6/23/14,W,825185,726655,1551840
6/24/14,W,859711,755376,1615087
6/25/14,W,874922,761775,1636697
6/26/14,W,883107,779277,1662384
6/27/14,W,879565,793688,1673253
6/28/14,A,574082,524253,1098335
6/29/14,U,428350,534327,962677
6/30/14,W,766381,697417,1463798
7/1/14,W,855553,753101,1608654
7/2/14,W,824805,725327,1550132
7/3/14,W,856556,727253,1583809
7/4/14,U,478993,473842,952835
7/5/14,A,513494,439422,952916
7/6/14,U,410521,354469,764990
7/7/14,W,821674,704301,1525975
7/8/14,W,836929,725372,1562301
7/9/14,W,855793,763164,1618957
7/10/14,W,854968,782968,1637936
7/11/14,W,839507,817078,1656585
7/12/14,A,497531,471216,968747
7/13/14,U,437544,429753,867297
7/14/14,W,803242,716634,1519876
7/15/14,W,828927,739993,1568920
7/16/14,W,844384,752925,1597309
7/17/14,W,837907,762599,1600506
7/18/14,W,839720,819331,1659051
7/19/14,A,578126,559893,1138019
7/20/14,U,423665,431674,855339
7/21/14,W,821289,740142,1561431
7/22/14,W,825700,765642,1591342
7/23/14,W,838958,777929,1616887
7/24/14,W,833052,790076,1623128
7/25/14,W,813032,793426,1606458
7/26/14,A,563247,540197,1103444
7/27/14,U,423806,403719,827525
7/28/14,W,810122,730188,1540310
7/29/14,W,810857,746646,1557503
7/30/14,W,815885,760415,1576300
7/31/14,W,819409,785640,1605049
8/1/14,W,841692,824658,1666350
8/2/14,A,592660,571486,1164146
8/3/14,U,420667,441136,861803
8/4/14,W,798672,716949,1515621
8/5/14,W,824134,737875,1562009
8/6/14,W,827073,741608,1568681
8/7/14,W,827473,745930,1573403
8/8/14,W,836918,787177,1624095
8/9/14,A,582607,552265,1134872
8/10/14,U,427882,405792,833674
8/11/14,W,772003,718836,1490839
8/12/14,W,772713,719699,1492412
8/13/14,W,817833,745654,1563487
8/14/14,W,810388,770920,1581308
8/15/14,W,820884,749693,1570577
8/16/14,A,583313,501095,1084408
8/17/14,U,422345,382210,804555
8/18/14,W,786527,708188,1494715
8/19/14,W,787767,727891,1515658
8/20/14,W,829572,758067,1587639
8/21/14,W,771537,739451,1510988
8/22/14,W,816652,762365,1579017
8/23/14,A,517416,459047,976463
8/24/14,U,432777,387171,819948
8/25/14,W,787836,712661,1500497
8/26/14,W,858520,757206,1615726
8/27/14,W,874420,768933,1643353
8/28/14,W,867478,773821,1641299
8/29/14,W,871087,781881,1652968
8/30/14,A,581944,520855,1102799
8/31/14,U,451820,448668,900488
9/1/14,U,419182,366912,786094
9/2/14,W,952266,773307,1725573
9/3/14,W,985184,813174,1798358
9/4/14,W,942676,794090,1736766
9/5/14,W,933196,801886,1735082
9/6/14,A,593846,534590,1128436
9/7/14,U,427686,395246,822932
9/8/14,W,956395,786501,1742896
9/9/14,W,967610,800307,1767917
9/10/14,W,898549,788458,1687007
9/11/14,W,953091,833378,1786469
9/12/14,W,929062,817716,1746778
9/13/14,A,584842,525886,1110728
9/14/14,U,431379,386903,818282
9/15/14,W,924594,804175,1728769
9/16/14,W,964802,827582,1792384
9/17/14,W,975664,832609,1808273
9/18/14,W,967453,848591,1816044
9/19/14,W,955896,854602,1810498
9/20/14,A,566053,511922,1077975
9/21/14,U,417931,387673,805604
9/22/14,W,947353,819134,1766487
9/23/14,W,960506,826655,1787161
9/24/14,W,961323,833600,1794923
9/25/14,W,963447,824454,1787901
9/26/14,W,957961,814285,1772246
9/27/14,A,592901,515308,1108209
9/28/14,U,423502,386129,809631
9/29/14,W,934648,793644,1728292
9/30/14,W,945847,805360,1751207
10/1/14,W,1010778,825205,1835983
10/2/14,W,960602,820764,1781366
10/3/14,W,954675,811571,1766246
10/4/14,A,557711,482714,1040425
10/5/14,U,420636,353400,774036
10/6/14,W,957372,798793,1756165
10/7/14,W,971693,814006,1785699
10/8/14,W,972010,822875,1794885
10/9/14,W,969095,838925,1808020
10/10/14,W,954800,839036,1793836
10/11/14,A,584377,527418,1111795
10/12/14,U,389901,549571,939472
10/13/14,W,743512,714675,1458187
10/14/14,W,914687,814971,1729658
10/15/14,W,956165,826620,1782785
10/16/14,W,959217,848014,1807231
10/17/14,W,949303,844701,1794004
10/18/14,A,567859,525540,1093399
10/19/14,U,424169,393552,817721
10/20/14,W,939282,801698,1740980
10/21/14,W,947668,814300,1761968
10/22/14,W,959209,818395,1777604
10/23/14,W,949675,829088,1778763
10/24/14,W,943435,815235,1758670
10/25/14,A,586281,500235,1086516
10/26/14,U,410811,362143,772954
10/27/14,W,940038,792398,1732436
10/28/14,W,953363,812867,1766230
10/29/14,W,944219,813686,1757905
10/30/14,W,951547,830872,1782419
10/31/14,W,894082,800198,1694280
11/1/14,A,556675,491328,1048003
11/2/14,U,416049,383910,799959
11/3/14,W,995821,805002,1800823
11/4/14,W,971255,805374,1776629
11/5/14,W,990008,827900,1817908
11/6/14,W,941564,821892,1763456
11/7/14,W,873365,802400,1675765
11/8/14,A,563782,492608,1056390
11/9/14,U,411806,379597,791403
11/10/14,W,938000,786491,1724491
11/11/14,W,759033,698289,1457322
11/12/14,W,911664,797730,1709394
11/13/14,W,866929,789154,1656083
11/14/14,W,911150,794103,1705253
11/15/14,A,532937,458706,991643
11/16/14,U,372383,331794,704177
11/17/14,W,863661,758113,1621774
11/18/14,W,846179,755916,1602095
11/19/14,W,889137,774198,1663335
11/20/14,W,899732,786919,1686651
11/21/14,W,898889,787291,1686180
11/22/14,A,534874,525065,1059939
11/23/14,U,380928,340202,721130
11/24/14,W,857759,746052,1603811
11/25/14,W,889039,780322,1669361
11/26/14,W,738720,652762,1391482
11/27/14,U,285946,233318,519264
11/28/14,W,525696,424837,950533
11/29/14,A,493851,417770,911621
11/30/14,U,367831,311435,679266
12/1/14,W,912722,743704,1656426
12/2/14,W,926053,766316,1692369
12/3/14,W,964141,782753,1746894
12/4/14,W,939372,804113,1743485
12/5/14,W,937187,800885,1738072
12/6/14,A,569561,490865,1060426
12/7/14,U,397656,334688,732344
12/8/14,W,882998,734002,1617000
12/9/14,W,911402,758780,1670182
12/10/14,W,914038,763277,1677315
12/11/14,W,922765,774798,1697563
12/12/14,W,912339,773048,1685387
12/13/14,A,575613,498945,1074558
12/14/14,U,418122,357042,775164
12/15/14,W,871449,725989,1597438
12/16/14,W,875970,729798,1605768
12/17/14,W,868378,720814,1589192
12/18/14,W,867861,722656,1590517
12/19/14,W,857137,716221,1573358
12/20/14,A,537820,436322,974142
12/21/14,U,397000,332367,729367
12/22/14,W,705765,619508,1325273
12/23/14,W,720116,617728,1337844
12/24/14,W,549046,388742,937788
12/25/14,U,238015,159831,397846
12/26/14,W,569843,422543,992386
12/27/14,A,449446,337243,786689
12/28/14,U,353263,283343,636606
12/29/14,W,654612,559416,1214028
12/30/14,W,646243,567099,1213342
12/31/14,W,599316,642981,1242297
7/1/14,W,855553,753101,1608654
7/2/14,W,824805,725327,1550132
7/3/14,W,856556,727253,1583809
7/4/14,U,478993,473842,952835
7/5/14,A,513494,439422,952916
7/6/14,U,410521,354469,764990
7/7/14,W,821674,704301,1525975
7/8/14,W,836929,725372,1562301
7/9/14,W,855793,763164,1618957
7/10/14,W,854968,782968,1637936
7/11/14,W,839507,817078,1656585
7/12/14,A,497531,471216,968747
7/13/14,U,437544,429753,867297
7/14/14,W,803242,716634,1519876
7/15/14,W,828927,739993,1568920
7/16/14,W,844384,752925,1597309
7/17/14,W,837907,762599,1600506
7/18/14,W,839720,819331,1659051
7/19/14,A,578126,559893,1138019
7/20/14,U,423665,431674,855339
7/21/14,W,821289,740142,1561431
7/22/14,W,825700,765642,1591342
7/23/14,W,838958,777929,1616887
7/24/14,W,833052,790076,1623128
7/25/14,W,813032,793426,1606458
7/26/14,A,563247,540197,1103444
7/27/14,U,423806,403719,827525
7/28/14,W,810122,730188,1540310
7/29/14,W,810857,746646,1557503
7/30/14,W,815885,760415,1576300
7/31/14,W,819409,785640,1605049
1/1/15,U,300426,287754,588180
1/2/15,W,656375,527583,1183958
1/3/15,A,441327,340135,781462
1/4/15,U,330082,267676,597758
1/5/15,W,753918,657877,1411795
1/6/15,W,771953,679913,1451866
1/7/15,W,508815,509075,1017890
1/8/15,W,558275,579994,1138269
1/9/15,W,715334,639901,1355235
1/10/15,A,435672,352140,787812
1/11/15,U,349027,279494,628521
1/12/15,W,871183,738697,1609880
1/13/15,W,881226,743774,1625000
1/14/15,W,885449,742410,1627859
1/15/15,W,899363,760336,1659699
1/16/15,W,898222,748177,1646399
1/17/15,A,539500,417756,957256
1/18/15,U,391445,300710,692155
1/19/15,W,597347,502376,1099723
1/20/15,W,913930,754946,1668876
1/21/15,W,905178,756860,1662038
1/22/15,W,903230,761705,1664935
1/23/15,W,902567,747376,1649943
1/24/15,A,538766,415123,953889
1/25/15,U,339402,279154,618556
1/26/15,W,896430,738965,1635395
1/27/15,W,913448,764457,1677905
1/28/15,W,922297,763680,1685977
1/29/15,W,898174,760217,1658391
1/30/15,W,933971,754968,1688939
1/31/15,A,551745,419577,971322
2/1/15,U,293689,270615,564304
2/2/15,W,632367,563770,1196137
2/3/15,W,947457,806148,1753605
2/4/15,W,957218,791399,1748617
2/5/15,W,932148,780378,1712526
2/6/15,W,959648,768091,1727739
2/7/15,A,600789,439214,1040003
2/8/15,U,399923,298701,698624
2/9/15,W,936475,750136,1686611
2/10/15,W,965833,772727,1738560
2/11/15,W,966071,770885,1736956
2/12/15,W,883395,729249,1612644
2/13/15,W,911949,740559,1652508
2/14/15,A,514916,380652,895568
2/15/15,U,336299,276160,612459
2/16/15,W,652807,547767,1200574
2/17/15,W,912529,745575,1658104
2/18/15,W,833785,707746,1541531
2/19/15,W,576326,575180,1151506
2/20/15,W,847700,697600,1545300
2/21/15,A,565948,410400,976348
2/22/15,U,378733,299663,678396
2/23/15,W,857014,700742,1557756
2/24/15,W,901872,728674,1630546
2/25/15,W,905748,752497,1658245
2/26/15,W,857402,755359,1612761
2/27/15,W,903421,736663,1640084
2/28/15,A,542479,405241,947720
3/1/15,U,383971,293964,677935
3/2/15,W,912384,715945,1628329
3/3/15,W,904439,735951,1640390
3/4/15,W,928771,750369,1679140
3/5/15,W,909192,744229,1653421
3/6/15,W,909446,732902,1642348
3/7/15,A,585771,427330,1013101
3/8/15,U,399324,309962,709286
3/9/15,W,935951,752995,1688946
3/10/15,W,953173,767551,1720724
3/11/15,W,955083,778171,1733254
3/12/15,W,953310,790210,1743520
3/13/15,W,950690,801547,1752237
3/14/15,A,605758,673707,1279465
3/15/15,U,432055,362045,794100
3/16/15,W,939583,768218,1707801
3/17/15,W,934438,770081,1704519
3/18/15,W,937056,771625,1708681
3/19/15,W,928929,771127,1700056
3/20/15,W,932331,760906,1693237
3/21/15,A,566447,447493,1013940
3/22/15,U,383134,306283,689417
3/23/15,W,817246,693264,1510510
3/24/15,W,904344,727888,1632232
3/25/15,W,916538,734311,1650849
3/26/15,W,925361,736687,1662048
3/27/15,W,888293,726738,1615031
3/28/15,A,539031,429689,968720
3/29/15,U,362329,325865,688194
3/30/15,W,903992,736692,1640684
3/31/15,W,922487,753405,1675892
4/1/15,W,974353,784085,1758438
4/2/15,W,897550,761806,1659356
4/3/15,W,814328,681130,1495458
4/4/15,A,582015,427101,1009116
4/5/15,U,393690,327292,720982
4/6/15,W,807389,711923,1519312
4/7/15,W,813597,727328,1540925
4/8/15,W,822289,750275,1572564
4/9/15,W,748326,711033,1459359
4/10/15,W,828661,757159,1585820
4/11/15,A,586791,469045,1055836
4/12/15,U,410420,332334,742754
4/13/15,W,908654,767492,1676146
4/14/15,W,946490,796083,1742573
4/15/15,W,904861,796244,1701105
4/16/15,W,890058,791213,1681271
4/17/15,W,936814,818272,1755086
4/18/15,A,599954,503902,1103856
4/19/15,U,394676,338222,732898
4/20/15,W,907393,762726,1670119
4/21/15,W,931681,779658,1711339
4/22/15,W,925517,780432,1705949
4/23/15,W,935537,799888,1735425
4/24/15,W,912926,782626,1695552
4/25/15,A,496407,435893,932300
4/26/15,U,419729,352658,772387
4/27/15,W,925541,769888,1695429
4/28/15,W,941909,789018,1730927
4/29/15,W,934550,793551,1728101
4/30/15,W,923564,817167,1740731
5/1/15,W,993931,835711,1829642
5/2/15,A,629640,548837,1178477
5/3/15,U,435591,379014,814605
5/4/15,W,933337,756442,1689779
5/5/15,W,918652,769751,1688403
5/6/15,W,951886,789988,1741874
5/7/15,W,956437,810302,1766739
5/8/15,W,916218,780602,1696820
5/9/15,A,572064,455436,1027500
5/10/15,U,385323,315215,700538
5/11/15,W,869148,743353,1612501
5/12/15,W,904654,770185,1674839
5/13/15,W,926402,784501,1710903
5/14/15,W,912634,795093,1707727
5/15/15,W,921190,804671,1725861
5/16/15,A,561092,493377,1054469
5/17/15,U,415263,373832,789095
5/18/15,W,908842,761991,1670833
5/19/15,W,902867,759919,1662786
5/20/15,W,906942,760399,1667341
5/21/15,W,921476,784762,1706238
5/22/15,W,908692,760362,1669054
5/23/15,A,575386,501879,1077265
5/24/15,U,401488,366008,767496
5/25/15,U,397951,357227,755178
5/26/15,W,878946,743291,1622237
5/27/15,W,921204,783749,1704953
5/28/15,W,925094,787104,1712198
5/29/15,W,892551,800510,1693061
5/30/15,A,481814,428464,910278
5/31/15,U,388866,351159,740025
6/1/15,W,942997,757975,1700972
6/2/15,W,933346,779073,1712419
6/3/15,W,964899,794693,1759592
6/4/15,W,938834,797464,1736298
6/5/15,W,919157,784462,1703619
6/6/15,A,606641,511352,1117993
6/7/15,U,388946,337748,726694
6/8/15,W,891851,759176,1651027
6/9/15,W,932006,792806,1724812
6/10/15,W,915049,801607,1716656
6/11/15,W,898644,811432,1710076
6/12/15,W,854059,812194,1666253
6/13/15,A,590950,566965,1157915
6/14/15,U,419317,407107,826424
6/15/15,W,817931,774439,1592370
6/16/15,W,911783,818185,1729968
6/17/15,W,869500,775968,1645468
6/18/15,W,867529,914768,1782297
6/19/15,W,893122,813552,1706674
6/20/15,A,563855,500734,1064589
6/21/15,U,439513,390557,830070
6/22/15,W,759346,731448,1490794
6/23/15,W,840211,794064,1634275
6/24/15,W,821308,787858,1609166
6/25/15,W,808260,791423,1599683
6/26/15,W,773954,748661,1522615
6/27/15,A,570969,509237,1080206
6/28/15,U,439944,577866,1017810
6/29/15,W,797072,730941,1528013
6/30/15,W,835118,751277,1586395
7/1/15,W,886380,762718,1649098
7/2/15,W,850667,773838,1624505
7/3/15,U,602599,612736,1215335
7/4/15,A,508110,545727,1053837
7/5/15,U,427090,435680,862770
7/6/15,W,816338,770918,1587256
7/7/15,W,834983,794300,1629283
7/8/15,W,848028,813381,1661409
7/9/15,W,856253,834100,1690353
7/10/15,W,858745,851630,1710375
7/11/15,A,575848,560642,1136490
7/12/15,U,457477,468153,925630
7/13/15,W,784509,727235,1511744
7/14/15,W,836909,760527,1597436
7/15/15,W,859672,775047,1634719
7/16/15,W,802468,762144,1564612
7/17/15,W,822257,809549,1631806
7/18/15,A,529845,515769,1045614
7/19/15,U,440059,443655,883714
7/20/15,W,819425,749387,1568812
7/21/15,W,848416,782194,1630610
7/22/15,W,844761,785763,1630524
7/23/15,W,844483,783822,1628305
7/24/15,W,830024,818410,1648434
7/25/15,A,573827,539665,1113492
7/26/15,U,419005,402975,821980
7/27/15,W,820529,760311,1580840
7/28/15,W,827024,782394,1609418
7/29/15,W,814733,820373,1635106
7/30/15,W,825894,811903,1637797
7/31/15,W,834790,871817,1706607
8/1/15,A,574270,587633,1161903
8/2/15,U,425896,469421,895317
8/3/15,W,833632,751771,1585403
8/4/15,W,839704,762573,1602277
8/5/15,W,831758,765442,1597200
8/6/15,W,825012,795399,1620411
8/7/15,W,831076,798253,1629329
8/8/15,A,577878,534305,1112183
8/9/15,U,414942,384961,799903
8/10/15,W,772518,716242,1488760
8/11/15,W,823620,770361,1593981
8/12/15,W,817244,772367,1589611
8/13/15,W,817948,790163,1608111
8/14/15,W,813718,760558,1574276
8/15/15,A,567544,517393,1084937
8/16/15,U,448872,420453,869325
8/17/15,W,775836,708821,1484657
8/18/15,W,782272,745246,1527518
8/19/15,W,801496,768950,1570446
8/20/15,W,820929,778440,1599369
8/21/15,W,829744,785707,1615451
8/22/15,A,582295,519930,1102225
8/23/15,U,412542,393966,806508
8/24/15,W,824140,774207,1598347
8/25/15,W,838405,768794,1607199
8/26/15,W,860821,774429,1635250
8/27/15,W,858460,803728,1662188
8/28/15,W,841111,770482,1611593
8/29/15,A,520511,468675,989186
8/30/15,U,417777,371923,789700
8/31/15,W,836125,771622,1607747
9/1/15,W,909864,799606,1709470
9/2/15,W,882052,792561,1674613
9/3/15,W,907453,800062,1707515
9/4/15,W,869966,802219,1672185
9/5/15,A,571868,528694,1100562
9/6/15,U,452841,452445,905286
9/7/15,U,419206,362421,781627
9/8/15,W,885886,756110,1641996
9/9/15,W,966510,821823,1788333
9/10/15,W,928707,823661,1752368
9/11/15,W,924272,872323,1796595
9/12/15,A,553239,530282,1083521
9/13/15,U,423559,417183,840742
9/14/15,W,930582,803746,1734328
9/15/15,W,956026,853826,1809852
9/16/15,W,956622,840594,1797216
9/17/15,W,927771,851514,1779285
9/18/15,W,895702,853094,1748796
9/19/15,A,558990,557919,1116909
9/20/15,U,433770,428858,862628
9/21/15,W,935471,837061,1772532
9/22/15,W,947566,842632,1790198
9/23/15,W,942933,838495,1781428
9/24/15,W,942518,835403,1777921
9/25/15,W,951827,863209,1815036
9/26/15,A,598862,565634,1164496
9/27/15,U,422542,406802,829344
9/28/15,W,929278,829791,1759069
9/29/15,W,914286,822855,1737141
9/30/15,W,946374,835001,1781375
10/1/15,W,993576,848050,1841626
10/2/15,W,981039,837159,1818198
10/3/15,A,571153,488574,1059727
10/4/15,U,417529,371950,789479
10/5/15,W,948999,805091,1754090
10/6/15,W,967808,831137,1798945
10/7/15,W,970204,854361,1824565
10/8/15,W,959798,851423,1811221
10/9/15,W,931769,854606,1786375
10/10/15,A,577667,541173,1118840
10/11/15,U,400140,558033,958173
10/12/15,W,759254,776968,1536222
10/13/15,W,947941,873747,1821688
10/14/15,W,954519,845066,1799585
10/15/15,W,946290,860809,1807099
10/16/15,W,936818,855252,1792070
10/17/15,A,578160,546096,1124256
10/18/15,U,415455,392712,808167
10/19/15,W,930236,819286,1749522
10/20/15,W,950953,875792,1826745
10/21/15,W,955633,882188,1837821
10/22/15,W,942983,852957,1795940
10/23/15,W,915489,828812,1744301
10/24/15,A,556146,492083,1048229
10/25/15,U,415182,368100,783282
10/26/15,W,929741,805144,1734885
10/27/15,W,916953,824772,1741725
10/28/15,W,910794,826173,1736967
10/29/15,W,916453,837868,1754321
10/30/15,W,949185,840246,1789431
10/31/15,A,500004,418362,918366
11/1/15,U,436791,378873,815664
11/2/15,W,940464,817657,1758121
11/3/15,W,987382,830460,1817842
11/4/15,W,956176,842035,1798211
11/5/15,W,942300,851684,1793984
11/6/15,W,925054,832872,1757926
11/7/15,A,573470,496404,1069874
11/8/15,U,414784,379185,793969
11/9/15,W,923927,811177,1735104
11/10/15,W,940362,832141,1772503
11/11/15,W,755234,738828,1494062
11/12/15,W,879349,820988,1700337
11/13/15,W,837532,804273,1641805
11/14/15,A,545554,475091,1020645
11/15/15,U,411704,352488,764192
11/16/15,W,908305,797597,1705902
11/17/15,W,880013,801291,1681304
11/18/15,W,893671,808901,1702572
11/19/15,W,884290,811595,1695885
11/20/15,W,894949,812590,1707539
11/21/15,A,429624,469943,899567
11/22/15,U,356953,338408,695361
11/23/15,W,877236,781545,1658781
11/24/15,W,898177,805812,1703989
11/25/15,W,735265,667707,1402972
11/26/15,U,288282,234285,522567
11/27/15,W,443089,410220,853309
11/28/15,A,459598,396926,856524
11/29/15,U,365314,312990,678304
11/30/15,W,870662,756626,1627288
12/1/15,W,949925,794768,1744693
12/2/15,W,906715,792020,1698735
12/3/15,W,940609,807065,1747674
12/4/15,W,930083,815301,1745384
12/5/15,A,566882,501339,1068221
12/6/15,U,411174,360066,771240
12/7/15,W,898172,758242,1656414
12/8/15,W,910018,775695,1685713
12/9/15,W,916281,789224,1705505
12/10/15,W,909606,796080,1705686
12/11/15,W,912854,801907,1714761
12/12/15,A,541305,491199,1032504
12/13/15,U,383666,344084,727750
12/14/15,W,849106,728299,1577405
12/15/15,W,884506,755882,1640388
12/16/15,W,871638,755292,1626930
12/17/15,W,864846,752203,1617049
12/18/15,W,846033,738908,1584941
12/19/15,A,506208,423960,930168
12/20/15,U,392051,326681,718732
12/21/15,W,696473,644071,1340544
12/22/15,W,722061,664559,1386620
12/23/15,W,654312,571814,1226126
12/24/15,W,531521,378784,910305
12/25/15,U,231718,162100,393818
12/26/15,A,387357,292832,680189
12/27/15,U,334737,272169,606906
12/28/15,W,514171,484349,998520
12/29/15,W,638221,571322,1209543
12/30/15,W,636706,585337,1222043
12/31/15,W,604409,565772,1170181
1/1/16,U,303321,319835,623156
1/2/16,A,448859,365509,814368
1/3/16,U,340540,287661,628201
1/4/16,W,829429,703185,1532614
1/5/16,W,846789,727716,1574505
1/6/16,W,853904,733167,1587071
1/7/16,W,846274,736809,1583083
1/8/16,W,841494,732495,1573989
1/9/16,A,469539,391597,861136
1/10/16,U,306896,263073,569969
1/11/16,W,753006,694734,1447740
1/12/16,W,760149,705694,1465843
1/13/16,W,787220,716663,1503883
1/14/16,W,859099,758116,1617215
1/15/16,W,858032,742622,1600654
1/16/16,A,486797,404212,891009
1/17/16,U,266532,241160,507692
1/18/16,W,439597,405686,845283
1/19/16,W,810646,727458,1538104
1/20/16,W,856911,758524,1615435
1/21/16,W,873177,766262,1639439
1/22/16,W,841282,745168,1586450
1/23/16,A,487975,416999,904974
1/24/16,U,352859,293804,646663
1/25/16,W,865486,751104,1616590
1/26/16,W,872768,764023,1636791
1/27/16,W,882832,768241,1651073
1/28/16,W,877280,771161,1648441
1/29/16,W,863548,751090,1614638
1/30/16,A,510514,427874,938388
1/31/16,U,358361,293056,651417
2/1/16,W,926781,759849,1686630
2/2/16,W,833911,739247,1573158
2/3/16,W,925655,772821,1698476
2/4/16,W,901406,778227,1679633
2/5/16,W,785587,731495,1517082
2/6/16,A,522296,423602,945898
2/7/16,U,377642,301141,678783
2/8/16,W,856547,733387,1589934
2/9/16,W,858961,752849,1611810
2/10/16,W,850090,742445,1592535
2/11/16,W,866884,752703,1619587
2/12/16,W,820833,706242,1527075
2/13/16,A,438203,392095,830298
2/14/16,U,339238,314191,653429
2/15/16,W,605584,548390,1153974
2/16/16,W,883108,764147,1647255
2/17/16,W,889758,766940,1656698
